locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAOLONMG_01173	CDS	690	ycbF		COG3121	putative fimbrial chaperone YcbF
GAOLONMG_01174	CDS	564	ycbV		COG3539	putative fimbrial-like protein YcbV
GAOLONMG_01175	CDS	543	ycbU		COG3539	putative fimbrial-like protein YcbU
GAOLONMG_01176	CDS	1071	elfG		COG3539	putative fimbrial-like protein ElfG
GAOLONMG_01177	CDS	2601	elfC		COG3188	putative outer membrane usher protein ElfC
GAOLONMG_01178	CDS	702	elfD		COG3121	putative fimbrial chaperone protein ElfD
GAOLONMG_01179	CDS	540	elfA			Fimbrial subunit ElfA
GAOLONMG_01180	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
GAOLONMG_01181	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
GAOLONMG_01182	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
GAOLONMG_01183	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GAOLONMG_01184	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GAOLONMG_01185	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
GAOLONMG_01186	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
GAOLONMG_01187	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
GAOLONMG_01188	CDS	1089	ompF		COG3203	Outer membrane porin F
GAOLONMG_01189	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
GAOLONMG_01190	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
GAOLONMG_01191	CDS	549				hypothetical protein
GAOLONMG_01192	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
GAOLONMG_01193	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
GAOLONMG_01194	CDS	705	mukE		COG3095	Chromosome partition protein MukE
GAOLONMG_01195	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
GAOLONMG_01196	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
GAOLONMG_01197	CDS	780				hypothetical protein
GAOLONMG_01198	CDS	894				hypothetical protein
GAOLONMG_01199	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GAOLONMG_01200	CDS	183				hypothetical protein
GAOLONMG_01201	CDS	1233				hypothetical protein
GAOLONMG_01202	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GAOLONMG_01203	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
GAOLONMG_01204	CDS	2265				hypothetical protein
GAOLONMG_01205	CDS	285	ihfB		COG0776	Integration host factor subunit beta
GAOLONMG_01206	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
GAOLONMG_01207	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
GAOLONMG_01208	CDS	324	ycaL_1	3.4.-.-	COG0501	Metalloprotease YcaL
GAOLONMG_01209	CDS	381	ycaL_2	3.4.-.-	COG0501	Metalloprotease YcaL
GAOLONMG_01210	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GAOLONMG_01211	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GAOLONMG_01212	CDS	693				hypothetical protein
GAOLONMG_01213	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
GAOLONMG_01214	CDS	858	focA		COG2116	putative formate transporter 1
GAOLONMG_01215	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
GAOLONMG_01216	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GAOLONMG_01217	CDS	591	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
GAOLONMG_01218	CDS	909	pgrR_2			HTH-type transcriptional regulator PgrR
GAOLONMG_01219	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
GAOLONMG_01220	CDS	1125	ycaD			putative MFS-type transporter YcaD
GAOLONMG_01221	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
GAOLONMG_01222	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GAOLONMG_01223	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GAOLONMG_01224	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GAOLONMG_01225	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
GAOLONMG_01226	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
GAOLONMG_01227	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
GAOLONMG_01228	CDS	3990	ftsK		COG1674	DNA translocase FtsK
GAOLONMG_01229	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
GAOLONMG_01230	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GAOLONMG_01231	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
GAOLONMG_01232	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
GAOLONMG_01233	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
GAOLONMG_01234	CDS	219	infA		COG0361	Translation initiation factor IF-1
GAOLONMG_01235	tRNA	88				tRNA-Ser(gga)
	repeat_region	205				
GAOLONMG_01236	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
GAOLONMG_01237	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
GAOLONMG_01238	CDS	225	cspD		COG1278	Cold shock-like protein CspD
GAOLONMG_01239	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
GAOLONMG_01240	CDS	1098	macA		COG0845	Macrolide export protein MacA
GAOLONMG_01241	CDS	993				hypothetical protein
GAOLONMG_01242	CDS	1659				hypothetical protein
GAOLONMG_01243	CDS	696	aqpZ		COG0580	Aquaporin Z
GAOLONMG_01244	CDS	900	lysO		COG2431	Lysine exporter LysO
GAOLONMG_01245	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GAOLONMG_01246	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
GAOLONMG_01247	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
GAOLONMG_01248	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
GAOLONMG_01249	CDS	1431				hypothetical protein
GAOLONMG_01250	CDS	1014	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
GAOLONMG_01251	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
GAOLONMG_01252	CDS	324				hypothetical protein
GAOLONMG_01253	CDS	516	ybjP			putative lipoprotein YbjP
GAOLONMG_01254	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
GAOLONMG_01255	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
GAOLONMG_01256	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
GAOLONMG_01257	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
GAOLONMG_01258	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
GAOLONMG_01259	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
GAOLONMG_01260	CDS	489	ybjO			Inner membrane protein YbjO
GAOLONMG_01261	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
GAOLONMG_01262	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
GAOLONMG_01263	CDS	1134	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GAOLONMG_01264	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
GAOLONMG_01265	CDS	477	ybjN			putative protein YbjN
GAOLONMG_01266	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
GAOLONMG_01267	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
GAOLONMG_01268	CDS	288				hypothetical protein
GAOLONMG_01269	CDS	258	grxA		COG0695	Glutaredoxin 1
GAOLONMG_01270	CDS	378	ybjM			Inner membrane protein YbjM
GAOLONMG_01271	CDS	1686	aspT_1			Aspartate/alanine antiporter
GAOLONMG_01272	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
GAOLONMG_01273	CDS	1128	ybjJ			Inner membrane protein YbjJ
GAOLONMG_01274	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
GAOLONMG_01275	CDS	279				hypothetical protein
GAOLONMG_01276	CDS	1233	mdfA			Multidrug transporter MdfA
GAOLONMG_01277	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
GAOLONMG_01278	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
GAOLONMG_01279	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
GAOLONMG_01280	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
GAOLONMG_01281	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
GAOLONMG_01282	CDS	384				hypothetical protein
GAOLONMG_01283	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
GAOLONMG_01284	CDS	1329				hypothetical protein
GAOLONMG_01285	CDS	2427	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
GAOLONMG_01286	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
GAOLONMG_01287	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
GAOLONMG_01288	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
GAOLONMG_01289	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GAOLONMG_01290	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
GAOLONMG_01291	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
GAOLONMG_01292	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
GAOLONMG_01293	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
GAOLONMG_01294	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
GAOLONMG_01295	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
GAOLONMG_01296	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
GAOLONMG_01297	CDS	1266	ybiU			putative protein YbiU
GAOLONMG_01298	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
GAOLONMG_01299	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
GAOLONMG_01300	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
GAOLONMG_01301	CDS	468	mntR		COG1321	Transcriptional regulator MntR
GAOLONMG_01302	CDS	129	mntS			Small protein MntS
GAOLONMG_01303	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
GAOLONMG_01304	CDS	516	ompX		COG3637	Outer membrane protein X
GAOLONMG_01305	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
GAOLONMG_01306	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
GAOLONMG_01307	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
GAOLONMG_01308	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
GAOLONMG_01309	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
GAOLONMG_01310	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
GAOLONMG_01311	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
GAOLONMG_01312	CDS	261	mcbA			putative protein McbA
GAOLONMG_01313	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
GAOLONMG_01314	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
GAOLONMG_01315	CDS	267	ybiI		COG1734	putative protein YbiI
GAOLONMG_01316	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
GAOLONMG_01317	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
GAOLONMG_01318	CDS	963	ybiB		COG0547	putative protein YbiB
GAOLONMG_01319	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
GAOLONMG_01320	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
GAOLONMG_01321	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
GAOLONMG_01322	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
GAOLONMG_01323	CDS	996				hypothetical protein
GAOLONMG_01324	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
GAOLONMG_01325	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
GAOLONMG_01326	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
GAOLONMG_01327	CDS	411	ybhQ			Inner membrane protein YbhQ
GAOLONMG_01328	CDS	762				hypothetical protein
GAOLONMG_01329	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
GAOLONMG_01330	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
GAOLONMG_01331	CDS	714				hypothetical protein
GAOLONMG_01332	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
GAOLONMG_01333	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
GAOLONMG_01334	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
GAOLONMG_01335	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
GAOLONMG_01336	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
GAOLONMG_01337	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
GAOLONMG_01338	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
GAOLONMG_01339	CDS	2022	uvrB		COG0556	UvrABC system protein B
GAOLONMG_01340	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
GAOLONMG_01341	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
GAOLONMG_01342	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
GAOLONMG_01343	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
GAOLONMG_01344	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GAOLONMG_01345	CDS	477				hypothetical protein
GAOLONMG_01346	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
GAOLONMG_01347	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
GAOLONMG_01348	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
GAOLONMG_01349	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
GAOLONMG_01350	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
GAOLONMG_01351	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
GAOLONMG_01352	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
GAOLONMG_01353	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GAOLONMG_01354	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
GAOLONMG_01355	CDS	774	modA		COG0725	Molybdate-binding protein ModA
GAOLONMG_01356	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
GAOLONMG_01357	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
GAOLONMG_01358	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
GAOLONMG_01359	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
GAOLONMG_01360	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
GAOLONMG_01361	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
GAOLONMG_01362	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
GAOLONMG_01363	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GAOLONMG_01364	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
GAOLONMG_01365	CDS	381				hypothetical protein
GAOLONMG_01366	CDS	942	zitB		COG1230	Zinc transporter ZitB
GAOLONMG_01367	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
GAOLONMG_01368	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
GAOLONMG_01369	tRNA	76				tRNA-Lys(ttt)
GAOLONMG_01370	tRNA	76				tRNA-Lys(ttt)
GAOLONMG_01371	tRNA	76				tRNA-Lys(ttt)
GAOLONMG_01372	tRNA	76				tRNA-Val(tac)
GAOLONMG_01373	tRNA	76				tRNA-Lys(ttt)
GAOLONMG_01374	tRNA	76				tRNA-Val(tac)
GAOLONMG_01375	tRNA	76				tRNA-Lys(ttt)
GAOLONMG_01376	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
GAOLONMG_01377	CDS	522	pal_1		COG2885	Peptidoglycan-associated lipoprotein
GAOLONMG_01378	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
GAOLONMG_01379	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
GAOLONMG_01380	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
GAOLONMG_01381	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
GAOLONMG_01382	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
GAOLONMG_01383	CDS	294				hypothetical protein
GAOLONMG_01384	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
GAOLONMG_01385	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
GAOLONMG_01386	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
GAOLONMG_01387	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
GAOLONMG_01388	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
GAOLONMG_01389	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GAOLONMG_01390	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GAOLONMG_01391	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
GAOLONMG_01392	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GAOLONMG_01393	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
GAOLONMG_01394	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
GAOLONMG_01395	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
GAOLONMG_01396	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
GAOLONMG_01397	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
GAOLONMG_01398	CDS	108	ybgU			Protein YbgU
GAOLONMG_01399	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
GAOLONMG_01400	CDS	567	ybgD_1			putative fimbrial-like protein YbgD
GAOLONMG_01401	CDS	2451	papC_1		COG3188	Outer membrane usher protein PapC
GAOLONMG_01402	CDS	732	papD		COG3121	Chaperone protein PapD
GAOLONMG_01403	CDS	1062				hypothetical protein
GAOLONMG_01404	CDS	1047				hypothetical protein
GAOLONMG_01405	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
GAOLONMG_01406	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
GAOLONMG_01407	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
GAOLONMG_01408	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
GAOLONMG_01409	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
GAOLONMG_01410	CDS	1482	dtpD		COG3104	Dipeptide permease D
GAOLONMG_01411	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
GAOLONMG_01412	CDS	510				hypothetical protein
GAOLONMG_01413	CDS	762				ISAs1 family transposase ISEc1
GAOLONMG_01414	CDS	858				ISAs1 family transposase ISEc1
GAOLONMG_01415	CDS	255				ISAs1 family transposase ISEc1
GAOLONMG_01416	CDS	570				hypothetical protein
GAOLONMG_01417	CDS	1434				hypothetical protein
GAOLONMG_01418	CDS	327				hypothetical protein
GAOLONMG_01419	CDS	1182	rhsC_1		COG3209	Protein RhsC
GAOLONMG_01420	CDS	441				hypothetical protein
GAOLONMG_01421	CDS	207				hypothetical protein
GAOLONMG_01422	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
GAOLONMG_01423	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GAOLONMG_01424	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
GAOLONMG_01425	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
GAOLONMG_01426	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
GAOLONMG_01427	CDS	105				hypothetical protein
GAOLONMG_01428	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
GAOLONMG_01429	CDS	1320	potE		COG0531	Putrescine transporter PotE
GAOLONMG_01430	CDS	651				hypothetical protein
GAOLONMG_01431	CDS	495				hypothetical protein
GAOLONMG_01432	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
GAOLONMG_01433	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
GAOLONMG_01434	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
GAOLONMG_01435	CDS	363	ybfE			putative protein YbfE
GAOLONMG_01436	CDS	531	fldA		COG0716	Flavodoxin 1
GAOLONMG_01437	CDS	447	fur		COG0735	Ferric uptake regulation protein
GAOLONMG_01438	CDS	327	chiQ			putative lipoprotein ChiQ
GAOLONMG_01439	CDS	1407	chiP			Chitoporin
GAOLONMG_01440	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
GAOLONMG_01441	CDS	123				hypothetical protein
GAOLONMG_01442	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
GAOLONMG_01443	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
GAOLONMG_01444	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
GAOLONMG_01445	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
GAOLONMG_01446	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
GAOLONMG_01447	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
GAOLONMG_01448	tRNA	77				tRNA-Met(cat)
GAOLONMG_01449	tRNA	85				tRNA-Leu(tag)
GAOLONMG_01450	tRNA	75				tRNA-Gln(ttg)
GAOLONMG_01451	tRNA	75				tRNA-Gln(ttg)
GAOLONMG_01452	tRNA	77				tRNA-Met(cat)
GAOLONMG_01453	tRNA	75				tRNA-Gln(ctg)
GAOLONMG_01454	tRNA	75				tRNA-Gln(ctg)
GAOLONMG_01455	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
GAOLONMG_01456	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GAOLONMG_01457	CDS	1080	ybeZ		COG1702	PhoH-like protein
GAOLONMG_01458	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
GAOLONMG_01459	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
GAOLONMG_01460	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
GAOLONMG_01461	CDS	1878	glpG_1	3.4.21.105		Rhomboid protease GlpG
GAOLONMG_01462	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
GAOLONMG_01463	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
GAOLONMG_01464	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
GAOLONMG_01465	CDS	726	glnQ_2			Glutamine transport ATP-binding protein GlnQ
GAOLONMG_01466	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
GAOLONMG_01467	CDS	1671	hscC		COG0443	Chaperone protein HscC
GAOLONMG_01468	CDS	1452				hypothetical protein
GAOLONMG_01469	CDS	708				hypothetical protein
GAOLONMG_01470	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
GAOLONMG_01471	CDS	1428				hypothetical protein
GAOLONMG_01472	CDS	708				hypothetical protein
GAOLONMG_01473	CDS	978	esiB			Secretory immunoglobulin A-binding protein EsiB
GAOLONMG_01474	CDS	483				hypothetical protein
GAOLONMG_01475	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
GAOLONMG_01476	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
GAOLONMG_01477	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
GAOLONMG_01478	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
GAOLONMG_01479	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
GAOLONMG_01480	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
GAOLONMG_01481	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
GAOLONMG_01482	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GAOLONMG_01483	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GAOLONMG_01484	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
GAOLONMG_01485	CDS	1284	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
GAOLONMG_01486	CDS	264				hypothetical protein
GAOLONMG_01487	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
GAOLONMG_01488	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
GAOLONMG_01489	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
