locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPDANJCC_01103	tRNA	76				tRNA-Lys(ttt)
OPDANJCC_01104	tRNA	76				tRNA-Val(tac)
OPDANJCC_01105	tRNA	76				tRNA-Val(tac)
OPDANJCC_01106	tRNA	76				tRNA-Val(tac)
OPDANJCC_01107	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OPDANJCC_01108	CDS	372				hypothetical protein
OPDANJCC_01109	CDS	360				hypothetical protein
OPDANJCC_01110	tRNA	76				tRNA-Ala(ggc)
OPDANJCC_01111	tRNA	76				tRNA-Ala(ggc)
OPDANJCC_01112	CDS	1203	nupC		COG1972	Nucleoside permease NupC
OPDANJCC_01113	CDS	1239	mntH_1		COG1914	Divalent metal cation transporter MntH
OPDANJCC_01114	CDS	327				hypothetical protein
OPDANJCC_01115	CDS	1257	yfeO			Putative ion-transport protein YfeO
OPDANJCC_01116	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OPDANJCC_01117	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OPDANJCC_01118	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
OPDANJCC_01119	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
OPDANJCC_01120	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
OPDANJCC_01121	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
OPDANJCC_01122	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
OPDANJCC_01123	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
OPDANJCC_01124	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OPDANJCC_01125	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OPDANJCC_01126	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OPDANJCC_01127	CDS	243				hypothetical protein
OPDANJCC_01128	CDS	276				hypothetical protein
OPDANJCC_01129	CDS	633	yfdX			Protein YfdX
OPDANJCC_01130	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
OPDANJCC_01131	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OPDANJCC_01132	CDS	945				hypothetical protein
OPDANJCC_01133	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
OPDANJCC_01134	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
OPDANJCC_01135	CDS	615	evgA			DNA-binding transcriptional activator EvgA
OPDANJCC_01136	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
OPDANJCC_01137	CDS	1539	emrY			putative multidrug resistance protein EmrY
OPDANJCC_01138	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
OPDANJCC_01139	CDS	1338	dsdX			D-serine transporter DsdX
OPDANJCC_01140	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
OPDANJCC_01141	CDS	228				hypothetical protein
OPDANJCC_01142	CDS	861				hypothetical protein
OPDANJCC_01143	CDS	1005				hypothetical protein
OPDANJCC_01144	CDS	591				hypothetical protein
OPDANJCC_01145	CDS	237				hypothetical protein
OPDANJCC_01146	CDS	411				hypothetical protein
OPDANJCC_01147	CDS	2688				hypothetical protein
OPDANJCC_01148	CDS	273				hypothetical protein
OPDANJCC_01149	CDS	882				hypothetical protein
OPDANJCC_01150	CDS	951				hypothetical protein
OPDANJCC_01151	CDS	1176	intS		COG0582	Prophage integrase IntS
OPDANJCC_01152	tRNA	75				tRNA-Arg(cct)
OPDANJCC_01153	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
OPDANJCC_01154	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
OPDANJCC_01155	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
OPDANJCC_01156	CDS	285				hypothetical protein
OPDANJCC_01157	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OPDANJCC_01158	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OPDANJCC_01159	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OPDANJCC_01160	CDS	567	yfcV			putative fimbrial-like protein YfcV
OPDANJCC_01161	CDS	2649	papC_2		COG3188	Outer membrane usher protein PapC
OPDANJCC_01162	CDS	753	yfcS_2		COG3121	putative fimbrial chaperone YfcS
OPDANJCC_01163	CDS	492	yfcR			putative fimbrial-like protein YfcR
OPDANJCC_01164	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
OPDANJCC_01165	CDS	528	yfcP			putative fimbrial-like protein YfcP
OPDANJCC_01166	CDS	825	yfcO			putative protein YfcO
OPDANJCC_01167	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
OPDANJCC_01168	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
OPDANJCC_01169	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
OPDANJCC_01170	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
OPDANJCC_01171	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
OPDANJCC_01172	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
OPDANJCC_01173	CDS	279				hypothetical protein
OPDANJCC_01174	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OPDANJCC_01175	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
OPDANJCC_01176	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
OPDANJCC_01177	CDS	996	flk			Flagellar regulator flk
OPDANJCC_01178	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
OPDANJCC_01179	CDS	1014	usg		COG0136	USG-1 protein
OPDANJCC_01180	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OPDANJCC_01181	CDS	660	dedA		COG0586	Protein DedA
OPDANJCC_01182	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OPDANJCC_01183	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OPDANJCC_01184	CDS	663	dedD			Cell division protein DedD
OPDANJCC_01185	CDS	489	cvpA		COG1286	Colicin V production protein
OPDANJCC_01186	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OPDANJCC_01187	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OPDANJCC_01188	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
OPDANJCC_01189	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
OPDANJCC_01190	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
OPDANJCC_01191	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
OPDANJCC_01192	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
OPDANJCC_01193	CDS	894				Epimerase family protein
OPDANJCC_01194	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
OPDANJCC_01195	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
OPDANJCC_01196	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
OPDANJCC_01197	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
OPDANJCC_01198	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
OPDANJCC_01199	CDS	1479				hypothetical protein
OPDANJCC_01200	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
OPDANJCC_01201	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
OPDANJCC_01202	CDS	456				hypothetical protein
OPDANJCC_01203	CDS	495				hypothetical protein
OPDANJCC_01204	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
OPDANJCC_01205	CDS	1833				hypothetical protein
OPDANJCC_01206	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
OPDANJCC_01207	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
OPDANJCC_01208	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
OPDANJCC_01209	CDS	165				hypothetical protein
OPDANJCC_01210	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
OPDANJCC_01211	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
OPDANJCC_01212	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
OPDANJCC_01213	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
OPDANJCC_01214	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
OPDANJCC_01215	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
OPDANJCC_01216	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
OPDANJCC_01217	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
OPDANJCC_01218	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
OPDANJCC_01219	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
OPDANJCC_01220	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OPDANJCC_01221	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
OPDANJCC_01222	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
OPDANJCC_01223	CDS	504	yfbM			Protein YfbM
OPDANJCC_01224	CDS	972				hypothetical protein
OPDANJCC_01225	CDS	1743				hypothetical protein
OPDANJCC_01226	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
OPDANJCC_01227	CDS	462	elaA		COG2153	Protein ElaA
OPDANJCC_01228	CDS	306	elaB		COG4575	Protein ElaB
OPDANJCC_01229	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
OPDANJCC_01230	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
OPDANJCC_01231	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OPDANJCC_01232	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
OPDANJCC_01233	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
OPDANJCC_01234	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
OPDANJCC_01235	CDS	267	pmrD			Signal transduction protein PmrD
OPDANJCC_01236	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
OPDANJCC_01237	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
OPDANJCC_01238	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
OPDANJCC_01239	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
OPDANJCC_01240	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
OPDANJCC_01241	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OPDANJCC_01242	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
OPDANJCC_01243	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
OPDANJCC_01244	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
OPDANJCC_01245	CDS	543				hypothetical protein
OPDANJCC_01246	CDS	1203	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
OPDANJCC_01247	CDS	783	rhmR_1		COG1414	putative HTH-type transcriptional regulator RhmR
OPDANJCC_01248	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
OPDANJCC_01249	CDS	1290	rhmT			Inner membrane transport protein RhmT
OPDANJCC_01250	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
OPDANJCC_01251	CDS	222				hypothetical protein
OPDANJCC_01252	CDS	996				ISNCY family transposase ISRor2
OPDANJCC_01253	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
OPDANJCC_01254	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
OPDANJCC_01255	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
OPDANJCC_01256	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
OPDANJCC_01257	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
OPDANJCC_01258	CDS	651	inaA			Protein InaA
OPDANJCC_01259	CDS	255				hypothetical protein
OPDANJCC_01260	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
OPDANJCC_01261	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
OPDANJCC_01262	CDS	3765	yfaL		COG3468	putative autotransporter YfaL
OPDANJCC_01263	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
OPDANJCC_01264	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OPDANJCC_01265	CDS	1689				hypothetical protein
OPDANJCC_01266	CDS	624				hypothetical protein
OPDANJCC_01267	CDS	4395				hypothetical protein
OPDANJCC_01268	CDS	1650				hypothetical protein
OPDANJCC_01269	CDS	777				hypothetical protein
OPDANJCC_01270	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
OPDANJCC_01271	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
OPDANJCC_01272	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
OPDANJCC_01273	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
OPDANJCC_01274	CDS	1386	atoC		COG2204	Regulatory protein AtoC
OPDANJCC_01275	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
OPDANJCC_01276	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
OPDANJCC_01277	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
OPDANJCC_01278	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
OPDANJCC_01279	CDS	1122	ompC		COG3203	Outer membrane protein C
OPDANJCC_01280	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
OPDANJCC_01281	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
OPDANJCC_01282	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
OPDANJCC_01283	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
OPDANJCC_01284	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
OPDANJCC_01285	CDS	489	eco		COG4574	Ecotin
OPDANJCC_01286	CDS	165				hypothetical protein
OPDANJCC_01287	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
OPDANJCC_01288	CDS	264	napD		COG3062	Chaperone NapD
OPDANJCC_01289	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
OPDANJCC_01290	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
OPDANJCC_01291	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
OPDANJCC_01292	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
OPDANJCC_01293	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
OPDANJCC_01294	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
OPDANJCC_01295	CDS	663	ccmB		COG2386	Heme exporter protein B
OPDANJCC_01296	CDS	738	ccmC		COG0755	Heme exporter protein C
OPDANJCC_01297	CDS	210	ccmD		COG3114	Heme exporter protein D
OPDANJCC_01298	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
OPDANJCC_01299	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
OPDANJCC_01300	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
OPDANJCC_01301	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
OPDANJCC_01302	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
OPDANJCC_01303	CDS	204				hypothetical protein
OPDANJCC_01304	CDS	249				hypothetical protein
OPDANJCC_01305	tRNA	77				tRNA-Pro(ggg)
OPDANJCC_01306	CDS	1761	yejM		COG3083	Inner membrane protein YejM
OPDANJCC_01307	CDS	228				hypothetical protein
OPDANJCC_01308	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
OPDANJCC_01309	CDS	285	rplY		COG1825	50S ribosomal protein L25
OPDANJCC_01310	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
OPDANJCC_01311	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
OPDANJCC_01312	CDS	1191	bcr_1			Bicyclomycin resistance protein
OPDANJCC_01313	CDS	345	yejG			putative protein YejG
OPDANJCC_01314	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
OPDANJCC_01315	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OPDANJCC_01316	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OPDANJCC_01317	CDS	1815				hypothetical protein
OPDANJCC_01318	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
OPDANJCC_01319	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OPDANJCC_01320	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
OPDANJCC_01321	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
OPDANJCC_01322	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OPDANJCC_01323	CDS	573	yeiP		COG0231	Elongation factor P-like protein
OPDANJCC_01324	CDS	255				hypothetical protein
OPDANJCC_01325	CDS	1182	setB			Sugar efflux transporter B
OPDANJCC_01326	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
OPDANJCC_01327	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
OPDANJCC_01328	CDS	1692	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
OPDANJCC_01329	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
OPDANJCC_01330	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
OPDANJCC_01331	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
OPDANJCC_01332	CDS	699	yeiL		COG0664	Regulatory protein YeiL
OPDANJCC_01333	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
OPDANJCC_01334	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
OPDANJCC_01335	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
OPDANJCC_01336	CDS	1050				hypothetical protein
OPDANJCC_01337	CDS	807	cysL		COG0583	HTH-type transcriptional regulator CysL
OPDANJCC_01338	CDS	1470	lysP		COG0833	Lysine-specific permease
OPDANJCC_01339	CDS	1992	cirA_2		COG4771	Colicin I receptor
OPDANJCC_01340	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
OPDANJCC_01341	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OPDANJCC_01342	CDS	1158				hypothetical protein
OPDANJCC_01343	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
OPDANJCC_01344	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
OPDANJCC_01345	CDS	1521	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OPDANJCC_01346	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
OPDANJCC_01347	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
OPDANJCC_01348	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
OPDANJCC_01349	CDS	240				hypothetical protein
OPDANJCC_01350	CDS	720				hypothetical protein
OPDANJCC_01351	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
OPDANJCC_01352	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
OPDANJCC_01353	CDS	399				hypothetical protein
OPDANJCC_01354	CDS	951	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
OPDANJCC_01355	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
OPDANJCC_01356	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
OPDANJCC_01357	CDS	579	yohD		COG0586	Inner membrane protein YohD
OPDANJCC_01358	CDS	588	yohC			Inner membrane protein YohC
OPDANJCC_01359	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
OPDANJCC_01360	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
OPDANJCC_01361	CDS	2268		3.2.1.-		Beta-xylosidase
OPDANJCC_01362	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
OPDANJCC_01363	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
OPDANJCC_01364	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
OPDANJCC_01365	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
OPDANJCC_01366	CDS	108				hypothetical protein
OPDANJCC_01367	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
OPDANJCC_01368	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
OPDANJCC_01369	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
OPDANJCC_01370	CDS	471				hypothetical protein
OPDANJCC_01371	CDS	462	yehR		COG4808	putative lipoprotein YehR
OPDANJCC_01372	CDS	2004				hypothetical protein
OPDANJCC_01373	CDS	1137				hypothetical protein
OPDANJCC_01374	CDS	2280				hypothetical protein
OPDANJCC_01375	CDS	1089	yehL		COG0714	putative protein YehL
OPDANJCC_01376	CDS	186				hypothetical protein
OPDANJCC_01377	CDS	3633				hypothetical protein
OPDANJCC_01378	CDS	3762				hypothetical protein
OPDANJCC_01379	CDS	3801				hypothetical protein
OPDANJCC_01380	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
OPDANJCC_01381	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
OPDANJCC_01382	CDS	282				hypothetical protein
OPDANJCC_01383	CDS	543	yehD			putative fimbrial-like protein YehD
OPDANJCC_01384	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
OPDANJCC_01385	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
OPDANJCC_01386	CDS	1035	yehA			putative fimbrial-like protein YehA
OPDANJCC_01387	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
OPDANJCC_01388	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
OPDANJCC_01389	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
OPDANJCC_01390	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
OPDANJCC_01391	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OPDANJCC_01392	CDS	819				hypothetical protein
OPDANJCC_01393	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
OPDANJCC_01394	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
OPDANJCC_01395	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
OPDANJCC_01396	CDS	1278	yegT			Putative nucleoside transporter YegT
OPDANJCC_01397	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
OPDANJCC_01398	CDS	855	gatY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
OPDANJCC_01399	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
OPDANJCC_01400	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
OPDANJCC_01401	CDS	285	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OPDANJCC_01402	CDS	690	gatC_1		COG3775	PTS system galactitol-specific EIIC component
OPDANJCC_01403	CDS	666	gatC_2		COG3775	PTS system galactitol-specific EIIC component
OPDANJCC_01404	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
OPDANJCC_01405	CDS	780	srlR_4		COG1349	Glucitol operon repressor
OPDANJCC_01406	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
OPDANJCC_01407	CDS	318				hypothetical protein
OPDANJCC_01408	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
OPDANJCC_01409	CDS	333				hypothetical protein
OPDANJCC_01410	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
OPDANJCC_01411	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
OPDANJCC_01412	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
OPDANJCC_01413	CDS	3078	mdtC			Multidrug resistance protein MdtC
OPDANJCC_01414	CDS	3123	mdtB		COG0841	Multidrug resistance protein MdtB
OPDANJCC_01415	CDS	1248	mdtA			Multidrug resistance protein MdtA
OPDANJCC_01416	CDS	660				hypothetical protein
OPDANJCC_01417	CDS	762	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
OPDANJCC_01418	CDS	1941	yegI	2.7.-.-	COG4248	Protein kinase YegI
OPDANJCC_01419	CDS	1353	dnaK_1			Chaperone protein DnaK
OPDANJCC_01420	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
OPDANJCC_01421	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
OPDANJCC_01422	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
OPDANJCC_01423	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
OPDANJCC_01424	CDS	1854				hypothetical protein
OPDANJCC_01425	CDS	1584				hypothetical protein
OPDANJCC_01426	CDS	1140				hypothetical protein
